Mod:Item:MetaData, Localized Name
BiblioWoodsNatura:BiblioWoodBookcase:1, 黑暗树书架
BiblioWoodsNatura:BiblioWoodBookcase:2, 桉树书架
BiblioWoodsNatura:BiblioWoodBookcase:3, 熔融树书架
BiblioWoodsNatura:BiblioWoodBookcase:4, 幽魂树书架
BiblioWoodsNatura:BiblioWoodBookcase:5, 车桑子树书架
BiblioWoodsNatura:BiblioWoodBookcase:6, 枫树书架
BiblioWoodsNatura:BiblioWoodBookcase:7, 紫檀树书架
BiblioWoodsNatura:BiblioWoodBookcase:8, 红木树书架
BiblioWoodsNatura:BiblioWoodBookcase:9, 银铃树书架
BiblioWoodsNatura:BiblioWoodBookcase:10, 樱花树书架
BiblioWoodsNatura:BiblioWoodBookcase:11, 核桃树书架
BiblioWoodsNatura:BiblioWoodBookcase:12, 柳树书架
BiblioWoodsNatura:BiblioWoodpotshelf:0, 血树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:1, 黑暗树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:2, 桉树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:3, 熔融树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:4, 幽魂树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:5, 车桑子树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:6, 枫树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:7, 紫檀树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:8, 红木树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:9, 银铃树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:10, 樱花树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:11, 核桃树药水架
BiblioWoodsNatura:BiblioWoodpotshelf:12, 柳树药水架
BiblioWoodsNatura:BiblioWoodshelf:0, 血树架子
BiblioWoodsNatura:BiblioWoodshelf:1, 黑暗树架子
BiblioWoodsNatura:BiblioWoodshelf:2, 桉树架子
BiblioWoodsNatura:BiblioWoodshelf:3, 熔融树架子
BiblioWoodsNatura:BiblioWoodshelf:4, 幽魂树架子
BiblioWoodsNatura:BiblioWoodshelf:5, 车桑子树架子
BiblioWoodsNatura:BiblioWoodshelf:6, 枫树架子
BiblioWoodsNatura:BiblioWoodshelf:7, 紫檀树架子
BiblioWoodsNatura:BiblioWoodshelf:8, 红木树架子
BiblioWoodsNatura:BiblioWoodshelf:9, 银铃树架子
BiblioWoodsNatura:BiblioWoodshelf:10, 樱花树架子
BiblioWoodsNatura:BiblioWoodshelf:11, 核桃树架子
BiblioWoodsNatura:BiblioWoodshelf:12, 柳树架子
BiblioWoodsNatura:BiblioWoodrack:0, 血树工具架
BiblioWoodsNatura:BiblioWoodrack:1, 黑暗树工具架
BiblioWoodsNatura:BiblioWoodrack:2, 桉树工具架
BiblioWoodsNatura:BiblioWoodrack:3, 熔融树工具架
BiblioWoodsNatura:BiblioWoodrack:4, 幽魂树工具架
BiblioWoodsNatura:BiblioWoodrack:5, 车桑子树工具架
BiblioWoodsNatura:BiblioWoodrack:6, 枫树工具架
BiblioWoodsNatura:BiblioWoodrack:7, 紫檀树工具架
BiblioWoodsNatura:BiblioWoodrack:8, 红木树工具架
BiblioWoodsNatura:BiblioWoodrack:9, 银铃树工具架
BiblioWoodsNatura:BiblioWoodrack:10, 樱花树工具架
BiblioWoodsNatura:BiblioWoodrack:11, 核桃树工具架
BiblioWoodsNatura:BiblioWoodrack:12, 柳树工具架
BiblioWoodsNatura:BiblioWoodcase0:0, 血树展示框
BiblioWoodsNatura:BiblioWoodcase0:1, 黑暗树展示框
BiblioWoodsNatura:BiblioWoodcase0:2, 桉树展示框
BiblioWoodsNatura:BiblioWoodcase0:3, 熔融树展示框
BiblioWoodsNatura:BiblioWoodcase0:4, 幽魂树展示框
BiblioWoodsNatura:BiblioWoodcase0:5, 车桑子树展示框
BiblioWoodsNatura:BiblioWoodcase0:6, 枫树展示框
BiblioWoodsNatura:BiblioWoodcase0:7, 紫檀树展示框
BiblioWoodsNatura:BiblioWoodcase0:8, 红木树展示框
BiblioWoodsNatura:BiblioWoodcase0:9, 银铃树展示框
BiblioWoodsNatura:BiblioWoodcase0:10, 樱花树展示框
BiblioWoodsNatura:BiblioWoodcase0:11, 核桃树展示框
BiblioWoodsNatura:BiblioWoodcase0:12, 柳树展示框
BiblioWoodsNatura:BiblioWoodlabel:0, 血树标签
BiblioWoodsNatura:BiblioWoodlabel:1, 黑暗树标签
BiblioWoodsNatura:BiblioWoodlabel:2, 桉树标签
BiblioWoodsNatura:BiblioWoodlabel:3, 熔融树标签
BiblioWoodsNatura:BiblioWoodlabel:4, 幽魂树标签
BiblioWoodsNatura:BiblioWoodlabel:5, 车桑子树标签
BiblioWoodsNatura:BiblioWoodlabel:6, 枫树标签
BiblioWoodsNatura:BiblioWoodlabel:7, 紫檀树标签
BiblioWoodsNatura:BiblioWoodlabel:8, 红木树标签
BiblioWoodsNatura:BiblioWoodlabel:9, 银铃树标签
BiblioWoodsNatura:BiblioWoodlabel:10, 樱花树标签
BiblioWoodsNatura:BiblioWoodlabel:11, 核桃树标签
BiblioWoodsNatura:BiblioWoodlabel:12, 柳树标签
BiblioWoodsNatura:BiblioWooddesk:0, 血树台桌
BiblioWoodsNatura:BiblioWooddesk:1, 黑暗树台桌
BiblioWoodsNatura:BiblioWooddesk:2, 桉树台桌
BiblioWoodsNatura:BiblioWooddesk:3, 熔融树台桌
BiblioWoodsNatura:BiblioWooddesk:4, 幽魂树台桌
BiblioWoodsNatura:BiblioWooddesk:5, 车桑子树台桌
BiblioWoodsNatura:BiblioWooddesk:6, 枫树台桌
BiblioWoodsNatura:BiblioWooddesk:7, 紫檀树台桌
BiblioWoodsNatura:BiblioWooddesk:8, 红木树台桌
BiblioWoodsNatura:BiblioWooddesk:9, 银铃树台桌
BiblioWoodsNatura:BiblioWooddesk:10, 樱花树台桌
BiblioWoodsNatura:BiblioWooddesk:11, 核桃树台桌
BiblioWoodsNatura:BiblioWooddesk:12, 柳树台桌
BiblioWoodsNatura:BiblioWoodtable:0, 血树桌子
BiblioWoodsNatura:BiblioWoodtable:1, 黑暗树桌子
BiblioWoodsNatura:BiblioWoodtable:2, 桉树桌子
BiblioWoodsNatura:BiblioWoodtable:3, 熔融树桌子
BiblioWoodsNatura:BiblioWoodtable:4, 幽魂树桌子
BiblioWoodsNatura:BiblioWoodtable:5, 车桑子树桌子
BiblioWoodsNatura:BiblioWoodtable:6, 枫树桌子
BiblioWoodsNatura:BiblioWoodtable:7, 紫檀树桌子
BiblioWoodsNatura:BiblioWoodtable:8, 红木树桌子
BiblioWoodsNatura:BiblioWoodtable:9, 银铃树桌子
BiblioWoodsNatura:BiblioWoodtable:10, 樱花树桌子
BiblioWoodsNatura:BiblioWoodtable:11, 核桃树桌子
BiblioWoodsNatura:BiblioWoodtable:12, 柳树桌子
BiblioWoodsNatura:BiblioWoodSeat:0, 血树座椅
BiblioWoodsNatura:BiblioWoodSeat:1, 黑暗树座椅
BiblioWoodsNatura:BiblioWoodSeat:2, 桉树座椅
BiblioWoodsNatura:BiblioWoodSeat:3, 熔融树座椅
BiblioWoodsNatura:BiblioWoodSeat:4, 幽魂树座椅
BiblioWoodsNatura:BiblioWoodSeat:5, 车桑子树座椅
BiblioWoodsNatura:BiblioWoodSeat:6, 枫树座椅
BiblioWoodsNatura:BiblioWoodSeat:7, 紫檀树座椅
BiblioWoodsNatura:BiblioWoodSeat:8, 红木树座椅
BiblioWoodsNatura:BiblioWoodSeat:9, 银铃树座椅
BiblioWoodsNatura:BiblioWoodSeat:10, 樱花树座椅
BiblioWoodsNatura:BiblioWoodSeat:11, 核桃树座椅
BiblioWoodsNatura:BiblioWoodSeat:12, 柳树座椅
BiblioWoodsNatura:BiblioWoodMapFrame:0, 血树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:1, 黑暗树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:2, 桉树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:3, 熔融树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:4, 熔融树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:5, 车桑子树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:6, 枫树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:7, 紫檀树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:8, 红木树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:9, 银铃树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:10, 樱花树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:11, 核桃树地图框架
BiblioWoodsNatura:BiblioWoodMapFrame:12, 柳树地图框架
BiblioWoodsNatura:BiblioWoodFancySign:0, 血树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:1, 黑暗树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:2, 桉树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:3, 熔融树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:4, 熔融树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:5, 车桑子树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:6, 枫树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:7, 紫檀树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:8, 红木树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:9, 银铃树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:10, 樱花树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:11, 核桃树精致木牌
BiblioWoodsNatura:BiblioWoodFancySign:12, 柳树精致木牌
BiblioWoodsNatura:BiblioWoodFancyWorkbench:0, 血树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:1, 黑暗树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:2, 桉树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:3, 熔融树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:4, 熔融树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:5, 车桑子树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:6, 枫树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:7, 紫檀树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:8, 红木树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:9, 银铃树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:10, 樱花树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:11, 核桃树精致工作台
BiblioWoodsNatura:BiblioWoodFancyWorkbench:12, 柳树精致工作台
BiblioWoodsNatura:BiblioWoodClock:0, 血树时钟
BiblioWoodsNatura:BiblioWoodClock:1, 黑暗树时钟
BiblioWoodsNatura:BiblioWoodClock:2, 桉树时钟
BiblioWoodsNatura:BiblioWoodClock:3, 熔融树时钟
BiblioWoodsNatura:BiblioWoodClock:4, 幽魂树时钟
BiblioWoodsNatura:BiblioWoodClock:5, 车桑子树时钟
BiblioWoodsNatura:BiblioWoodClock:6, 枫树时钟
BiblioWoodsNatura:BiblioWoodClock:7, 紫檀树时钟
BiblioWoodsNatura:BiblioWoodClock:8, 红木时钟
BiblioWoodsNatura:BiblioWoodClock:9, 银铃树时钟
BiblioWoodsNatura:BiblioWoodClock:10, 樱花树时钟
BiblioWoodsNatura:BiblioWoodClock:11, 核桃树时钟
BiblioWoodsNatura:BiblioWoodClock:12, 柳树时钟
BiblioWoodsNatura:BiblioWoodPaintingT0:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT0:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT0:12, 柳树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT1:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT1:12, 柳树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT2:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT2:12, 柳树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT3:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:12, 柳树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT4:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:12, 柳树画框
ThermalFoundation:Ore:0, 铜矿石
ThermalFoundation:Ore:1, 锡矿石
ThermalFoundation:Ore:2, 银矿石
ThermalFoundation:Ore:3, 铅矿石
ThermalFoundation:Ore:4, 镍矿石
ThermalFoundation:Ore:5, 铂矿石
ThermalFoundation:Ore:6, 蕴魔秘银矿
ThermalFoundation:Storage:0, 铜块
ThermalFoundation:Storage:1, 锡块
ThermalFoundation:Storage:2, 银块
ThermalFoundation:Storage:3, 铅块
ThermalFoundation:Storage:4, 镍块
ThermalFoundation:Storage:5, 铂块
ThermalFoundation:Storage:6, 蕴魔秘银块
ThermalFoundation:Storage:7, 琥珀金块
ThermalFoundation:Storage:8, 因瓦合金块
ThermalFoundation:Storage:9, 青铜块
ThermalFoundation:Storage:10, 信素块
ThermalFoundation:Storage:11, 流明块
ThermalFoundation:Storage:12, 末影块
ThermalFoundation:FluidRedstone, 熔融红石
ThermalFoundation:FluidGlowstone, 充能液态荧石
ThermalFoundation:FluidEnder, 谐振熔融末影珍珠
ThermalFoundation:FluidPyrotheum, 烈焰之炽焱
ThermalFoundation:FluidCryotheum, 极寒之凛冰
ThermalFoundation:FluidAerotheum, 和谐之空气
ThermalFoundation:FluidPetrotheum, 构造之地岩
ThermalFoundation:FluidMana, 元始魔力
ThermalFoundation:FluidSteam, 蒸汽
ThermalFoundation:FluidCoal, 液态煤炭
BigReactors:YelloriteOre:0, 黄铀矿石
BigReactors:BRMetalBlock:0, 黄铀块
BigReactors:BRMetalBlock:1, 蓝晶块
BigReactors:BRMetalBlock:2, 石墨块
BigReactors:BRMetalBlock:3, 蓝钚块
BigReactors:BRMetalBlock:4, 纯镥块
BigReactors:YelloriumFuelRod, 黄铀燃料棒
BigReactors:BRReactorPart:0, 反应堆外壳
BigReactors:BRReactorPart:1, 反应堆控制器
BigReactors:BRReactorPart:2, 反应堆控制杆
BigReactors:BRReactorPart:3, 反应堆能量接口
BigReactors:BRReactorPart:4, 反应堆访问端口
BigReactors:BRReactorPart:5, 反应堆冷却端口
BigReactors:BRReactorPart:6, 反应堆红石网络端口
BigReactors:BRReactorPart:7, 反应堆电脑端口
BigReactors:BRMultiblockGlass:0, 反应堆玻璃
BigReactors:BRMultiblockGlass:1, 涡轮机玻璃
BigReactors:BRReactorRedstonePort, 反应堆红石端口
BigReactors:BRTurbinePart:0, 涡轮机外壳
BigReactors:BRTurbinePart:1, 涡轮机控制器
BigReactors:BRTurbinePart:2, 涡轮机能量端口
BigReactors:BRTurbinePart:3, 涡轮机液体端口
BigReactors:BRTurbinePart:4, 涡轮机转子轴承
BigReactors:BRTurbinePart:5, 涡轮机电脑端口
BigReactors:BRTurbineRotorPart:0, 涡轮机转轴
BigReactors:BRTurbineRotorPart:1, 涡轮机叶片
BigReactors:BRDevice:0, 蓝晶再加工机
BigReactors:tile.fluid.yellorium.still, 液态黄铀
BigReactors:tile.fluid.cyanite.still, 液态蓝晶
BigReactors:BRMultiblockCreativePart:0, 创造模式冷却端口
BigReactors:BRMultiblockCreativePart:1, 创造模式涡轮蒸汽发电机
AWWayofTime:Altar, 血之祭坛
AWWayofTime:AlchemicalWizardrybloodRune:0, 气血符文
AWWayofTime:AlchemicalWizardrybloodRune:1, 增容符文
AWWayofTime:AlchemicalWizardrybloodRune:2, 转位符文
AWWayofTime:AlchemicalWizardrybloodRune:3, 宝珠符文
AWWayofTime:AlchemicalWizardrybloodRune:4, 超容符文
AWWayofTime:AlchemicalWizardrybloodRune:5, 促进符文
AWWayofTime:lifeEssence, 生命本质
AWWayofTime:speedRune, 速度符文
AWWayofTime:efficiencyRune, 效率符文
AWWayofTime:runeOfSacrifice, 献祭符文
AWWayofTime:runeOfSelfSacrifice, 牺牲符文
AWWayofTime:ritualStone, 仪式石
AWWayofTime:masterStone, 主仪式石
AWWayofTime:bloodSocket, 满的血插槽
AWWayofTime:imperfectRitualStone, 不完善的仪式石
AWWayofTime:armourForge, 灵魂装甲锻造石
AWWayofTime:emptySocket, 空的血插槽
AWWayofTime:bloodStoneBrick, 血石砖
AWWayofTime:largeBloodStoneBrick, 大血石砖
AWWayofTime:blockWritingTable, 炼金术台
AWWayofTime:blockHomHeart, 符咒桌
AWWayofTime:blockPedestal, 奥术基座
AWWayofTime:blockPlinth, 奥术基柱
AWWayofTime:blockTeleposer, 传送器
AWWayofTime:spectralBlock, 影桥方块
AWWayofTime:bloodLight, 血之光源
AWWayofTime:blockConduit, 法术管道
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, 抛射法术基架
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, 自体法术基架
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, 格斗法术基架
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, 工具法术基架
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, [不稳定]法术附属：力量
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, [标准]法术附属：力量
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, [加强]法术附属：力量
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, [灌输]法术附属：力量
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, [恶魔]法术附属：力量
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, [不稳定]法术附属：代价
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, [标准]法术附属：代价
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, [加强]法术附属：代价
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, [灌输]法术附属：代价
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, [恶魔]法术附属：代价
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, [不稳定]法术附属：效能
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, [标准]法术附属：效能
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, [加强]法术附属：效能
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, [灌输]法术附属：效能
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, [恶魔]法术附属：效能
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, 法术修饰符：默认
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, 法术修饰符：攻势
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, 法术修饰符：防守
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, 法术修饰符：环境
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, 火焰效应器
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, 冰霜效应器
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, 风暴效应器
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, 尘土效应器
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, 恶魔传送站
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, 炼金中续器
AWWayofTime:blockAlchemicCalcinator, 炼金煅烧炉
AWWayofTime:blockCrystalBelljar:0, 玻璃钟罩
AWWayofTime:blockDemonChest, 恶魔的箱子
AWWayofTime:blockCrystal:0, 碎片集晶
AWWayofTime:blockCrystal:1, 碎片集晶砖
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, 图符: 魔咒专家
AWWayofTime:blockEnchantmentGlyph:1, 图符: 神秘潜能
AWWayofTime:blockStabilityGlyph:0, 图符: 刚硬稳定
AWWayofTime:blockCrucible, 香炉
Thaumcraft:blockFluxGoo:0, 咒波粘浆
Thaumcraft:blockFluxGas:0, 咒波瓦斯
Thaumcraft:blockFluidPure, 净化之水
Thaumcraft:blockFluidDeath, 死亡之水  
Thaumcraft:blockCustomOre:0, 朱砂矿石
Thaumcraft:blockCustomOre:1, 风之蕴魔石
Thaumcraft:blockCustomOre:2, 火之蕴魔石
Thaumcraft:blockCustomOre:3, 水之蕴魔石
Thaumcraft:blockCustomOre:4, 地之蕴魔石
Thaumcraft:blockCustomOre:5, 秩序蕴魔石
Thaumcraft:blockCustomOre:6, 混沌蕴魔石
Thaumcraft:blockCustomOre:7, 琥珀矿石
Thaumcraft:blockMagicalLog:0, 宏伟之木原木
Thaumcraft:blockMagicalLog:1, 银树原木
Thaumcraft:blockMagicalLeaves:0, 宏伟之木树叶
Thaumcraft:blockMagicalLeaves:1, 银树树叶
Thaumcraft:blockCustomPlant:0, 宏伟之木树苗
Thaumcraft:blockCustomPlant:1, 银树树苗
Thaumcraft:blockCustomPlant:2, 水银花
Thaumcraft:blockCustomPlant:3, 火焰草
Thaumcraft:blockCustomPlant:4, 天域花
Thaumcraft:blockCustomPlant:5, 纤毛菇
Thaumcraft:blockTaint:0, 陈年污点
Thaumcraft:blockTaint:1, 腐化泥土
Thaumcraft:blockTaint:2, 血肉方块
Thaumcraft:blockTaintFibres:0, 腐化草丛
Thaumcraft:blockTaintFibres:1, 腐化草地
Thaumcraft:blockTaintFibres:2, 腐化植物
Thaumcraft:blockTaintFibres:3, 孢子梗
Thaumcraft:blockCosmeticOpaque:0, 琥珀方块
Thaumcraft:blockCosmeticOpaque:1, 琥珀砖块
Thaumcraft:blockCosmeticOpaque:2, 守卫者玻璃
Thaumcraft:blockCosmeticSolid:0, 黑曜石图腾
Thaumcraft:blockCosmeticSolid:1, 黑曜石瓦块
Thaumcraft:blockCosmeticSolid:2, 旅行者铺路石
Thaumcraft:blockCosmeticSolid:3, 守卫者铺路石
Thaumcraft:blockCosmeticSolid:4, 神秘方块
Thaumcraft:blockCosmeticSolid:5, 油脂方块
Thaumcraft:blockCosmeticSolid:6, 奥术石块
Thaumcraft:blockCosmeticSolid:7, 奥术石砖
Thaumcraft:blockCosmeticSolid:8, 蕴灵黑曜石图腾
Thaumcraft:blockCosmeticSolid:9, 傀儡脚镣
Thaumcraft:blockCosmeticSolid:11, 荒古石头
Thaumcraft:blockCosmeticSolid:12, 荒古岩石
Thaumcraft:blockCosmeticSolid:14, 陈年石头
Thaumcraft:blockCosmeticSolid:15, 荒古石座
Thaumcraft:blockCrystal:0, 风之魔晶
Thaumcraft:blockCrystal:1, 火之魔晶
Thaumcraft:blockCrystal:2, 水之魔晶
Thaumcraft:blockCrystal:3, 地之魔晶
Thaumcraft:blockCrystal:4, 秩序魔晶
Thaumcraft:blockCrystal:5, 混沌魔晶
Thaumcraft:blockCrystal:6, 复相魔晶
Thaumcraft:blockTube:0, 源质管道
Thaumcraft:blockTube:1, 源质阀门
Thaumcraft:blockTube:2, 奥法离心机
Thaumcraft:blockTube:3, 过滤源质管道
Thaumcraft:blockTube:4, 源质缓存器
Thaumcraft:blockTube:5, 限定源质管道
Thaumcraft:blockTube:6, 定向源质管道
Thaumcraft:blockTube:7, 源质结晶器
Thaumcraft:blockMetalDevice:0, 坩埚
Thaumcraft:blockMetalDevice:1, 奥术蒸馏器
Thaumcraft:blockMetalDevice:5, 物品格栅
Thaumcraft:blockMetalDevice:7, 奥术灯
Thaumcraft:blockMetalDevice:8, 催生灯
Thaumcraft:blockMetalDevice:13, 育种灯
Thaumcraft:blockMetalDevice:9, 炼金构材
Thaumcraft:blockMetalDevice:3, 高级炼金构材
Thaumcraft:blockMetalDevice:12, 记忆矩阵
Thaumcraft:blockMetalDevice:14, 魔力中继器
Thaumcraft:blockMetalDevice:2, 魔力充能中继器
Thaumcraft:blockWoodenDevice:0, 奥术风箱
Thaumcraft:blockWoodenDevice:1, 奥术之耳
